merge_date,avg_sentiment_neg,avg_sentiment_neu,avg_sentiment_pos,avg_sentiment_polarity,daily_news_count
2021-03-14,0.4327524,0.46316525,0.10408235,-0.32867005,6
2021-03-15,0.35831648,0.41289485,0.22878869,-0.12952779,15
2021-03-16,0.39851308,0.3168753,0.2846116,-0.11390149,32
2021-03-17,0.38873792,0.17030972,0.44095236,0.052214418,27
2021-03-18,0.567251,0.26240933,0.1703396,-0.39691144,22
2021-03-19,0.49827254,0.23792648,0.263801,-0.2344715,26
2021-03-20,0.2827886,0.18022193,0.53698945,0.25420088,13
2021-03-21,0.5058853,0.19229725,0.30181745,-0.20406784,8
2021-03-22,0.43320224,0.24277417,0.32402357,-0.10917868,34
2021-03-23,0.4475219,0.3682052,0.1842729,-0.26324904,18
2021-03-24,0.42679542,0.29353777,0.27966684,-0.14712855,21
2021-03-25,0.6088937,0.1480525,0.24305381,-0.36583987,19
2021-03-26,0.6287507,0.19636907,0.17488028,-0.45387036,30
2021-03-27,0.6508091,0.21265545,0.13653544,-0.5142737,10
2021-03-28,0.47691476,0.21769685,0.30538842,-0.17152636,6
2021-03-29,0.45335227,0.19905359,0.34759414,-0.105758145,22
2021-03-30,0.34510532,0.24264617,0.41224852,0.0671432,40
2021-03-31,0.41262722,0.3799923,0.20738049,-0.20524672,50
2021-04-01,0.5083383,0.27988398,0.21177776,-0.29656053,28
2021-04-02,0.64469117,0.1549164,0.20039241,-0.44429877,14
2021-04-03,0.071885176,0.8313655,0.09674924,0.024864063,1
2021-04-04,0.3608481,0.6199428,0.019209104,-0.341639,3
2021-04-05,0.57948756,0.20731342,0.21319902,-0.36628854,27
2021-04-06,0.40145603,0.37699625,0.22154772,-0.1799083,20
2021-04-07,0.4024177,0.2934091,0.3041732,-0.09824451,24
2021-04-08,0.30709687,0.27764565,0.4152575,0.10816063,42
2021-04-09,0.40823606,0.4612282,0.13053572,-0.27770033,29
2021-04-10,0.29351044,0.49764425,0.2088453,-0.084665135,4
2021-04-11,0.15169592,0.48664275,0.36166131,0.2099654,6
2021-04-12,0.3677294,0.30951184,0.32275876,-0.04497062,29
2021-04-13,0.5858168,0.24316323,0.17101997,-0.41479683,25
2021-04-14,0.56094867,0.29047433,0.14857705,-0.4123716,24
2021-04-15,0.322753,0.507944,0.16930299,-0.15345004,20
2021-04-16,0.5305372,0.20549488,0.26396793,-0.2665693,21
2021-04-17,0.6593016,0.09738605,0.24331245,-0.4159891,7
2021-04-18,0.71067095,0.183477,0.105852015,-0.604819,6
2021-04-19,0.5885842,0.26094347,0.15047234,-0.43811184,27
2021-04-20,0.49223194,0.3367073,0.17106079,-0.32117116,61
2021-04-21,0.45391998,0.15845716,0.38762286,-0.066297114,56
2021-04-22,0.40574512,0.26576525,0.32848963,-0.077255525,30
2021-04-23,0.410246,0.35422897,0.23552503,-0.17472097,44
2021-04-24,0.27948523,0.26625657,0.4542582,0.17477298,7
2021-04-25,0.23423125,0.6207357,0.14503306,-0.089198194,11
2021-04-26,0.2952918,0.40049908,0.30420908,0.0089172395,51
2021-04-27,0.43236178,0.27147195,0.2961663,-0.13619551,50
2021-04-28,0.29213384,0.41461477,0.29325137,0.0011175387,85
2021-04-29,0.24840637,0.44764015,0.3039535,0.05554712,100
2021-04-30,0.2580746,0.20343292,0.5384925,0.28041783,61
2021-05-01,0.727519,0.09263427,0.17984676,-0.5476722,65
2021-05-02,0.25748911,0.14748664,0.5950242,0.33753517,14
2021-05-03,0.48382604,0.26514933,0.25102463,-0.23280138,50
2021-05-04,0.3135608,0.24626175,0.44017744,0.12661664,33
2021-05-05,0.3501785,0.40350732,0.24631415,-0.10386436,28
2021-05-06,0.42816687,0.18125227,0.39058083,-0.037586045,28
2021-05-07,0.3238958,0.28779653,0.3883077,0.06441187,27
2021-05-08,0.31653982,0.14818308,0.53527707,0.21873723,7
2021-05-09,0.6999434,0.288445,0.011611545,-0.6883319,5
2021-05-10,0.39561978,0.18876249,0.41561773,0.019997947,18
2021-05-11,0.27939847,0.0811257,0.6394759,0.36007735,31
2021-05-12,0.42936105,0.11501376,0.45562518,0.026264116,29
2021-05-13,0.46610916,0.18765208,0.34623876,-0.11987038,15
2021-05-14,0.4023314,0.2760498,0.3216188,-0.08071263,28
2021-05-15,0.44170517,0.15276842,0.40552643,-0.036178734,7
2021-05-16,0.577844,0.39682877,0.025327208,-0.5525168,4
2021-05-17,0.57379323,0.23511432,0.19109243,-0.38270083,44
2021-05-18,0.5464349,0.31547418,0.13809094,-0.4083439,33
2021-05-19,0.49147138,0.22747396,0.28105468,-0.21041667,32
2021-05-20,0.47089124,0.29349074,0.23561803,-0.2352732,27
2021-05-21,0.4669597,0.24577159,0.2872687,-0.17969103,43
2021-05-22,0.33802748,0.34209433,0.31987816,-0.018149307,6
2021-05-23,0.7564112,0.0559906,0.1875982,-0.568813,2
2021-05-24,0.5377,0.27011344,0.19218658,-0.34551337,31
2021-05-25,0.3950951,0.31287614,0.29202875,-0.10306638,27
2021-05-26,0.43490195,0.36425376,0.20084435,-0.2340576,27
2021-05-27,0.44497755,0.21395181,0.34107062,-0.10390693,17
2021-05-28,0.55733484,0.13111337,0.31155178,-0.24578306,36
2021-05-30,0.4498282,0.5297035,0.02046829,-0.4293599,4
2021-05-31,0.294448,0.24504156,0.46051043,0.16606249,5
2021-06-01,0.4739614,0.44084853,0.08519006,-0.38877138,18
2021-06-02,0.48727784,0.25236022,0.2603619,-0.22691594,38
2021-06-03,0.30324277,0.3808905,0.31586668,0.012623915,15
2021-06-04,0.5575403,0.24694365,0.19551608,-0.3620242,37
2021-06-05,0.46369058,0.10768547,0.42862397,-0.035066575,4
2021-06-06,0.4015154,0.30801842,0.29046625,-0.11104911,7
2021-06-07,0.45947197,0.2462926,0.2942354,-0.16523656,69
2021-06-08,0.545959,0.2502854,0.20375562,-0.34220338,38
2021-06-09,0.36833912,0.29317644,0.3384844,-0.029854713,27
2021-06-10,0.49283195,0.3039488,0.20321926,-0.28961268,25
2021-06-11,0.6901791,0.1755302,0.1342907,-0.5558884,33
2021-06-12,0.496315,0.16931601,0.33436897,-0.16194601,6
2021-06-13,0.39198726,0.42607108,0.18194164,-0.21004564,9
2021-06-14,0.5946628,0.19291417,0.21242304,-0.3822398,33
2021-06-15,0.4359219,0.2159629,0.34811518,-0.087806724,37
2021-06-16,0.40188584,0.28935203,0.30876216,-0.09312369,36
2021-06-17,0.49600202,0.38613883,0.11785917,-0.37814286,20
2021-06-18,0.55662245,0.23059845,0.21277906,-0.3438434,29
2021-06-19,0.0286658,0.95315397,0.018180149,-0.010485651,2
2021-06-20,0.267405,0.20326953,0.5293255,0.26192048,6
2021-06-21,0.55084854,0.25004718,0.19910431,-0.35174417,41
2021-06-22,0.32799268,0.39625925,0.27574804,-0.052244652,39
2021-06-23,0.36734894,0.3468256,0.2858255,-0.08152342,33
2021-06-24,0.44298995,0.27868816,0.2783219,-0.16466807,44
2021-06-25,0.68968385,0.07703422,0.23328191,-0.45640194,17
2021-06-26,0.35735485,0.618916,0.023729166,-0.33362567,9
2021-06-27,0.50506634,0.474208,0.02072567,-0.48434067,6
2021-06-28,0.4010837,0.4159876,0.18292868,-0.21815504,25
2021-06-29,0.5107634,0.33747935,0.15175721,-0.35900623,36
2021-06-30,0.4641286,0.27623564,0.25963578,-0.2044928,35
2021-07-01,0.3309616,0.5455095,0.123528875,-0.20743275,31
2021-07-02,0.39398396,0.377698,0.22831802,-0.16566594,20
2021-07-03,0.8548,0.12899427,0.016205769,-0.8385942,4
2021-07-04,0.39897218,0.06560387,0.535424,0.13645181,2
2021-07-05,0.41735888,0.5068497,0.07579143,-0.34156743,8
2021-07-06,0.26839367,0.35418525,0.37742102,0.10902733,24
2021-07-07,0.30090475,0.46217898,0.23691629,-0.06398845,32
2021-07-08,0.22311318,0.32351476,0.45337206,0.23025887,20
2021-07-09,0.565011,0.2945568,0.14043218,-0.42457885,25
2021-07-10,0.2996985,0.5637881,0.1365134,-0.16318509,7
2021-07-11,0.42556298,0.5593185,0.015118568,-0.4104444,3
2021-07-12,0.41072735,0.34780458,0.24146807,-0.16925928,21
2021-07-13,0.35455367,0.25652966,0.38891667,0.03436302,28
2021-07-14,0.20645997,0.43233532,0.3612047,0.15474471,58
2021-07-15,0.28685874,0.40023726,0.31290397,0.026045222,30
2021-07-16,0.43532753,0.3167103,0.24796216,-0.18736538,29
2021-07-17,0.40742075,0.237818,0.35476118,-0.05265957,4
2021-07-18,0.4127741,0.5697238,0.017502086,-0.39527202,3
2021-07-19,0.32928273,0.2490243,0.421693,0.09241026,14
2021-07-20,0.27329051,0.44909838,0.2776111,0.0043205875,35
2021-07-21,0.36114836,0.37643883,0.26241276,-0.09873559,22
2021-07-22,0.3127845,0.3648975,0.32231802,0.009533543,29
2021-07-23,0.51999164,0.34753934,0.13246903,-0.38752258,25
2021-07-24,0.693349,0.20071635,0.10593467,-0.58741426,4
2021-07-25,0.31404638,0.49522617,0.19072744,-0.12331892,7
2021-07-26,0.35489756,0.40593025,0.23917218,-0.11572537,38
2021-07-27,0.20221384,0.3454942,0.45229194,0.2500781,56
2021-07-28,0.2088954,0.26965004,0.5214546,0.31255916,85
2021-07-29,0.31049547,0.3093143,0.38019022,0.06969475,30
2021-07-30,0.45711836,0.17512129,0.36776036,-0.089357994,29
2021-07-31,0.49952745,0.34848464,0.1519879,-0.34753957,8
2021-08-01,0.42010278,0.3736565,0.20624074,-0.21386206,5
2021-08-02,0.37469688,0.3349639,0.29033923,-0.08435765,19
2021-08-03,0.32155156,0.52762645,0.15082198,-0.17072958,22
2021-08-04,0.25433758,0.49334168,0.2523208,-0.002016789,14
2021-08-05,0.39640215,0.29767877,0.3059191,-0.090483025,26
2021-08-06,0.513821,0.14084408,0.34533495,-0.16848604,34
2021-08-07,0.44223443,0.5013184,0.056447174,-0.38578728,11
2021-08-08,0.681643,0.24236153,0.075995415,-0.6056476,3
2021-08-09,0.43210027,0.14666326,0.4212365,-0.010863816,11
